Latitude, Longitude, Name, Icon, IconHeading, IconColor, LineColor
41.694235, 1.321225, 478, 196, line-180, yellow, aqua
41.694318, 1.324868, 479, 196, line-180, yellow, aqua
41.694343, 1.325948, 480, 196, line-180, yellow, aqua
41.694351, 1.326322, 481, 196, line-180, yellow, aqua
41.694343, 1.327802, 482, 196, line-180, yellow, aqua
41.694403, 1.330790, 483, 196, line-180, yellow, aqua
41.694491, 1.334277, 484, 196, line-180, yellow, aqua
41.694531, 1.336064, 485, 196, line-180, yellow, aqua
41.694519, 1.336605, 486, 196, line-180, yellow, aqua
41.694447, 1.337330, 487, 196, line-180, yellow, aqua
41.694431, 1.337914, 488, 196, line-180, yellow, aqua
41.694455, 1.338392, 489, 196, line-180, yellow, aqua
41.694511, 1.339813, 490, 196, line-180, yellow, aqua
41.694531, 1.340484, 491, 196, line-180, yellow, aqua
41.694515, 1.341203, 492, 196, line-180, yellow, aqua
41.694527, 1.342876, 493, 196, line-180, yellow, aqua
41.694544, 1.343407, 494, 196, line-180, yellow, aqua
41.694580, 1.343713, 495, 196, line-180, yellow, aqua
41.694644, 1.343987, 496, 196, line-180, yellow, aqua
41.694744, 1.344255, 497, 196, line-180, yellow, aqua
41.694824, 1.344416, 498, 196, line-180, yellow, aqua
41.694930, 1.344624, 499, 196, line-180, yellow, aqua
41.694905, 1.344655, 500, 196, line-180, yellow, aqua
41.694874, 1.344738, 501, 196, line-180, yellow, aqua
41.694872, 1.344803, 502, 196, line-180, yellow, aqua
41.694877, 1.344836, 503, 196, line-180, yellow, aqua
41.694910, 1.344909, 504, 196, line-180, yellow, aqua
41.694922, 1.344919, 505, 196, line-180, yellow, aqua
41.694970, 1.344959, 506, 196, line-180, yellow, aqua
41.695022, 1.344967, 507, 196, line-180, yellow, aqua
41.695049, 1.344957, 508, 196, line-180, yellow, aqua
41.695041, 1.345115, 509, 196, line-180, yellow, aqua
41.695064, 1.345255, 510, 196, line-180, yellow, aqua
41.695286, 1.346247, 511, 196, line-180, yellow, aqua
41.695350, 1.346440, 512, 196, line-180, yellow, aqua
41.695440, 1.346601, 513, 196, line-180, yellow, aqua
41.695564, 1.346775, 514, 196, line-180, yellow, aqua
41.695807, 1.346977, 515, 196, line-180, yellow, aqua
41.696125, 1.347166, 516, 196, line-180, yellow, aqua
41.696420, 1.347375, 517, 196, line-180, yellow, aqua
41.696764, 1.347517, 518, 196, line-180, yellow, aqua
41.697239, 1.347687, 519, 196, line-180, yellow, aqua
41.697918, 1.347987, 520, 196, line-180, yellow, aqua
41.698480, 1.348267, 521, 196, line-180, yellow, aqua
41.699167, 1.348671, 522, 196, line-180, yellow, aqua
41.699767, 1.349070, 523, 196, line-180, yellow, aqua
41.700411, 1.349552, 524, 196, line-180, yellow, aqua
41.700907, 1.349953, 525, 196, line-180, yellow, aqua
41.701272, 1.350282, 526, 196, line-180, yellow, aqua
41.701772, 1.350767, 527, 196, line-180, yellow, aqua
41.702207, 1.351237, 528, 196, line-180, yellow, aqua
41.702698, 1.351794, 529, 196, line-180, yellow, aqua
41.703052, 1.352241, 530, 196, line-180, yellow, aqua
41.705140, 1.355023, 531, 196, line-180, yellow, aqua
41.705791, 1.355801, 532, 196, line-180, yellow, aqua
41.706607, 1.356672, 533, 196, line-180, yellow, aqua
41.707382, 1.357411, 534, 196, line-180, yellow, aqua
41.708169, 1.358075, 535, 196, line-180, yellow, aqua
41.708894, 1.358629, 536, 196, line-180, yellow, aqua
41.709521, 1.359058, 537, 196, line-180, yellow, aqua
41.710116, 1.359436, 538, 196, line-180, yellow, aqua
41.710851, 1.359836, 539, 196, line-180, yellow, aqua
41.711601, 1.360209, 540, 196, line-180, yellow, aqua
41.713030, 1.360883, 541, 196, line-180, yellow, aqua
41.713760, 1.361234, 542, 196, line-180, yellow, aqua
41.714439, 1.361596, 543, 196, line-180, yellow, aqua
41.715126, 1.362002, 544, 196, line-180, yellow, aqua
41.715793, 1.362437, 545, 196, line-180, yellow, aqua
41.716280, 1.362784, 546, 196, line-180, yellow, aqua
41.716820, 1.363205, 547, 196, line-180, yellow, aqua
41.717359, 1.363655, 548, 196, line-180, yellow, aqua
41.717865, 1.364108, 549, 196, line-180, yellow, aqua
41.718461, 1.364698, 550, 196, line-180, yellow, aqua
41.719056, 1.365330, 551, 196, line-180, yellow, aqua
41.719654, 1.366031, 552, 196, line-180, yellow, aqua
41.720146, 1.366643, 553, 196, line-180, yellow, aqua
41.720682, 1.367379, 554, 196, line-180, yellow, aqua
41.721171, 1.368102, 555, 196, line-180, yellow, aqua
41.721694, 1.368955, 556, 196, line-180, yellow, aqua
41.722076, 1.369627, 557, 196, line-180, yellow, aqua
41.722460, 1.370354, 558, 196, line-180, yellow, aqua
41.722835, 1.371141, 559, 196, line-180, yellow, aqua
41.723238, 1.372059, 560, 196, line-180, yellow, aqua
41.723523, 1.372757, 561, 196, line-180, yellow, aqua
41.723803, 1.373513, 562, 196, line-180, yellow, aqua
41.724125, 1.374434, 563, 196, line-180, yellow, aqua
41.724499, 1.375560, 564, 196, line-180, yellow, aqua
41.724733, 1.376259, 565, 196, line-180, yellow, aqua
41.724953, 1.376852, 566, 196, line-180, yellow, aqua
41.725180, 1.377424, 567, 196, line-180, yellow, aqua
41.725497, 1.378105, 568, 196, line-180, yellow, aqua
41.725765, 1.378620, 569, 196, line-180, yellow, aqua
41.725994, 1.379037, 570, 196, line-180, yellow, aqua
41.726275, 1.379510, 571, 196, line-180, yellow, aqua
41.726585, 1.379974, 572, 196, line-180, yellow, aqua
41.727008, 1.380568, 573, 196, line-180, yellow, aqua
41.727450, 1.381106, 574, 196, line-180, yellow, aqua
41.727997, 1.381706, 575, 196, line-180, yellow, aqua
41.728348, 1.382041, 576, 196, line-180, yellow, aqua
41.728765, 1.382445, 577, 196, line-180, yellow, aqua
41.729315, 1.382961, 578, 196, line-180, yellow, aqua
41.729884, 1.383516, 579, 196, line-180, yellow, aqua
41.730269, 1.383967, 580, 196, line-180, yellow, aqua
41.730494, 1.384276, 581, 196, line-180, yellow, aqua
41.730895, 1.384894, 582, 196, line-180, yellow, aqua
41.731231, 1.385520, 583, 196, line-180, yellow, aqua
41.731468, 1.386032, 584, 196, line-180, yellow, aqua
41.731692, 1.386581, 585, 196, line-180, yellow, aqua
41.731921, 1.387262, 586, 196, line-180, yellow, aqua
41.731983, 1.387461, 587, 196, line-180, yellow, aqua
41.732299, 1.388665, 588, 196, line-180, yellow, aqua
41.732659, 1.390196, 589, 196, line-180, yellow, aqua
41.732934, 1.391445, 590, 196, line-180, yellow, aqua
41.733277, 1.393173, 591, 196, line-180, yellow, aqua
41.733543, 1.394724, 592, 196, line-180, yellow, aqua
41.733698, 1.395790, 593, 196, line-180, yellow, aqua
41.733769, 1.396469, 594, 196, line-180, yellow, aqua
41.733819, 1.397299, 595, 196, line-180, yellow, aqua
41.733832, 1.398059, 596, 196, line-180, yellow, aqua
41.733809, 1.398820, 597, 196, line-180, yellow, aqua
41.733755, 1.399590, 598, 196, line-180, yellow, aqua
41.733654, 1.400645, 599, 196, line-180, yellow, aqua
41.733489, 1.402477, 600, 196, line-180, yellow, aqua
41.733438, 1.403336, 601, 196, line-180, yellow, aqua
41.733415, 1.404248, 602, 196, line-180, yellow, aqua
41.733418, 1.405150, 603, 196, line-180, yellow, aqua
41.733463, 1.406263, 604, 196, line-180, yellow, aqua
41.733548, 1.407248, 605, 196, line-180, yellow, aqua
41.733626, 1.408005, 606, 196, line-180, yellow, aqua
41.733727, 1.408717, 607, 196, line-180, yellow, aqua
41.733846, 1.409507, 608, 196, line-180, yellow, aqua
41.734010, 1.410344, 609, 196, line-180, yellow, aqua
41.734201, 1.411196, 610, 196, line-180, yellow, aqua
41.734450, 1.412122, 611, 196, line-180, yellow, aqua
41.734758, 1.413150, 612, 196, line-180, yellow, aqua
41.735245, 1.414509, 613, 196, line-180, yellow, aqua
41.735912, 1.416139, 614, 196, line-180, yellow, aqua
41.736437, 1.417399, 615, 196, line-180, yellow, aqua
41.736779, 1.418391, 616, 196, line-180, yellow, aqua
41.737077, 1.419435, 617, 196, line-180, yellow, aqua
41.737218, 1.420099, 618, 196, line-180, yellow, aqua
41.737340, 1.420811, 619, 196, line-180, yellow, aqua
41.737447, 1.421770, 620, 196, line-180, yellow, aqua
41.737504, 1.422694, 621, 196, line-180, yellow, aqua
41.737492, 1.423668, 622, 196, line-180, yellow, aqua
41.737433, 1.424611, 623, 196, line-180, yellow, aqua
41.737331, 1.425476, 624, 196, line-180, yellow, aqua
41.737134, 1.426508, 625, 196, line-180, yellow, aqua
41.736895, 1.427425, 626, 196, line-180, yellow, aqua
41.736522, 1.428617, 627, 196, line-180, yellow, aqua
41.736168, 1.429560, 628, 196, line-180, yellow, aqua
41.735888, 1.430306, 629, 196, line-180, yellow, aqua
41.735567, 1.431147, 630, 196, line-180, yellow, aqua
41.735285, 1.431920, 631, 196, line-180, yellow, aqua
41.735069, 1.432665, 632, 196, line-180, yellow, aqua
41.734913, 1.433369, 633, 196, line-180, yellow, aqua
41.734794, 1.434129, 634, 196, line-180, yellow, aqua
41.734749, 1.434785, 635, 196, line-180, yellow, aqua
41.734737, 1.435517, 636, 196, line-180, yellow, aqua
41.734759, 1.436276, 637, 196, line-180, yellow, aqua
41.734828, 1.436970, 638, 196, line-180, yellow, aqua
41.734966, 1.437797, 639, 196, line-180, yellow, aqua
41.735152, 1.438561, 640, 196, line-180, yellow, aqua
41.735405, 1.439388, 641, 196, line-180, yellow, aqua
41.735713, 1.440335, 642, 196, line-180, yellow, aqua
41.736011, 1.441310, 643, 196, line-180, yellow, aqua
41.736192, 1.442081, 644, 196, line-180, yellow, aqua
41.736342, 1.442936, 645, 196, line-180, yellow, aqua
41.736443, 1.443757, 646, 196, line-180, yellow, aqua
41.736495, 1.444613, 647, 196, line-180, yellow, aqua
41.736502, 1.445667, 648, 196, line-180, yellow, aqua
41.736463, 1.446403, 649, 196, line-180, yellow, aqua
41.736382, 1.447284, 650, 196, line-180, yellow, aqua
41.736256, 1.448102, 651, 196, line-180, yellow, aqua
41.736063, 1.449155, 652, 196, line-180, yellow, aqua
41.735921, 1.449979, 653, 196, line-180, yellow, aqua
41.735853, 1.450513, 654, 196, line-180, yellow, aqua
41.735819, 1.451102, 655, 196, line-180, yellow, aqua
41.735799, 1.451777, 656, 196, line-180, yellow, aqua
41.735815, 1.452399, 657, 196, line-180, yellow, aqua
41.735886, 1.453140, 658, 196, line-180, yellow, aqua
41.736053, 1.454092, 659, 196, line-180, yellow, aqua
41.736281, 1.455027, 660, 196, line-180, yellow, aqua
41.736542, 1.455786, 661, 196, line-180, yellow, aqua
41.736824, 1.456450, 662, 196, line-180, yellow, aqua
41.737595, 1.458164, 663, 196, line-180, yellow, aqua
41.738329, 1.459788, 664, 196, line-180, yellow, aqua
41.739106, 1.461502, 665, 196, line-180, yellow, aqua
41.739539, 1.462476, 666, 196, line-180, yellow, aqua
41.739786, 1.463137, 667, 196, line-180, yellow, aqua
41.739985, 1.463847, 668, 196, line-180, yellow, aqua
41.740133, 1.464544, 669, 196, line-180, yellow, aqua
41.740218, 1.465342, 670, 196, line-180, yellow, aqua
41.740257, 1.465949, 671, 196, line-180, yellow, aqua
41.740261, 1.466548, 672, 196, line-180, yellow, aqua
41.740235, 1.467088, 673, 196, line-180, yellow, aqua
41.740167, 1.467708, 674, 196, line-180, yellow, aqua
41.740065, 1.468315, 675, 196, line-180, yellow, aqua
41.739922, 1.468956, 676, 196, line-180, yellow, aqua
41.739731, 1.469650, 677, 196, line-180, yellow, aqua
41.739488, 1.470405, 678, 196, line-180, yellow, aqua
41.739134, 1.471325, 679, 196, line-180, yellow, aqua
41.738371, 1.473064, 680, 196, line-180, yellow, aqua
41.738184, 1.473554, 681, 196, line-180, yellow, aqua
41.737999, 1.474160, 682, 196, line-180, yellow, aqua
41.737878, 1.474652, 683, 196, line-180, yellow, aqua
41.737766, 1.475286, 684, 196, line-180, yellow, aqua
41.737704, 1.475877, 685, 196, line-180, yellow, aqua
41.737671, 1.476569, 686, 196, line-180, yellow, aqua
41.737634, 1.477221, 687, 196, line-180, yellow, aqua
41.737596, 1.477759, 688, 196, line-180, yellow, aqua
41.737506, 1.478392, 689, 196, line-180, yellow, aqua
41.737377, 1.478983, 690, 196, line-180, yellow, aqua
41.737226, 1.479523, 691, 196, line-180, yellow, aqua
41.737020, 1.480122, 692, 196, line-180, yellow, aqua
41.736793, 1.480725, 693, 196, line-180, yellow, aqua
41.736648, 1.481118, 694, 196, line-180, yellow, aqua
41.736512, 1.481530, 695, 196, line-180, yellow, aqua
41.736422, 1.481870, 696, 196, line-180, yellow, aqua
41.736347, 1.482185, 697, 196, line-180, yellow, aqua
41.736243, 1.482721, 698, 196, line-180, yellow, aqua
41.736137, 1.483399, 699, 196, line-180, yellow, aqua
41.736042, 1.484358, 700, 196, line-180, yellow, aqua
41.735976, 1.484876, 701, 196, line-180, yellow, aqua
41.735878, 1.485393, 702, 196, line-180, yellow, aqua
41.735766, 1.485874, 703, 196, line-180, yellow, aqua
41.735640, 1.486329, 704, 196, line-180, yellow, aqua
41.735353, 1.487105, 705, 196, line-180, yellow, aqua
41.735065, 1.487727, 706, 196, line-180, yellow, aqua
41.734629, 1.488482, 707, 196, line-180, yellow, aqua
41.734025, 1.489377, 708, 196, line-180, yellow, aqua
41.733757, 1.489828, 709, 196, line-180, yellow, aqua
41.733513, 1.490279, 710, 196, line-180, yellow, aqua
41.733292, 1.490762, 711, 196, line-180, yellow, aqua
41.733105, 1.491269, 712, 196, line-180, yellow, aqua
41.732903, 1.491901, 713, 196, line-180, yellow, aqua
41.732752, 1.492517, 714, 196, line-180, yellow, aqua
41.732649, 1.493148, 715, 196, line-180, yellow, aqua
41.732563, 1.493896, 716, 196, line-180, yellow, aqua
41.732549, 1.494579, 717, 196, line-180, yellow, aqua
41.732574, 1.495375, 718, 196, line-180, yellow, aqua
41.732646, 1.496023, 719, 196, line-180, yellow, aqua
41.732757, 1.496681, 720, 196, line-180, yellow, aqua
41.732915, 1.497307, 721, 196, line-180, yellow, aqua
41.733096, 1.497901, 722, 196, line-180, yellow, aqua
41.733500, 1.498912, 723, 196, line-180, yellow, aqua
41.733817, 1.499583, 724, 196, line-180, yellow, aqua
41.734149, 1.500216, 725, 196, line-180, yellow, aqua
41.734466, 1.500756, 726, 196, line-180, yellow, aqua
41.734755, 1.501203, 727, 196, line-180, yellow, aqua
41.735008, 1.501579, 728, 196, line-180, yellow, aqua
41.735358, 1.502050, 729, 196, line-180, yellow, aqua
41.735810, 1.502588, 730, 196, line-180, yellow, aqua
41.736280, 1.503081, 731, 196, line-180, yellow, aqua
41.737022, 1.503861, 732, 196, line-180, yellow, aqua
41.737335, 1.504214, 733, 196, line-180, yellow, aqua
41.737598, 1.504556, 734, 196, line-180, yellow, aqua
41.737888, 1.504993, 735, 196, line-180, yellow, aqua
41.738182, 1.505528, 736, 196, line-180, yellow, aqua
41.738380, 1.505943, 737, 196, line-180, yellow, aqua
41.738575, 1.506439, 738, 196, line-180, yellow, aqua
41.738754, 1.506995, 739, 196, line-180, yellow, aqua
41.738884, 1.507511, 740, 196, line-180, yellow, aqua
41.738988, 1.508059, 741, 196, line-180, yellow, aqua
41.739082, 1.508714, 742, 196, line-180, yellow, aqua
41.739252, 1.510360, 743, 196, line-180, yellow, aqua
41.739541, 1.513006, 744, 196, line-180, yellow, aqua
41.739780, 1.515222, 745, 196, line-180, yellow, aqua
41.739833, 1.516037, 746, 196, line-180, yellow, aqua
41.739830, 1.516739, 747, 196, line-180, yellow, aqua
41.739776, 1.517435, 748, 196, line-180, yellow, aqua
41.739650, 1.518176, 749, 196, line-180, yellow, aqua
41.739501, 1.518823, 750, 196, line-180, yellow, aqua
41.739290, 1.519455, 751, 196, line-180, yellow, aqua
41.739126, 1.519885, 752, 196, line-180, yellow, aqua
41.739059, 1.520023, 753, 196, line-180, yellow, aqua
41.738719, 1.520687, 754, 196, line-180, yellow, aqua
41.737860, 1.522110, 755, 196, line-180, yellow, aqua
41.737631, 1.522537, 756, 196, line-180, yellow, aqua
41.737414, 1.523013, 757, 196, line-180, yellow, aqua
41.737173, 1.523628, 758, 196, line-180, yellow, aqua
41.737001, 1.524177, 759, 196, line-180, yellow, aqua
41.736861, 1.524805, 760, 196, line-180, yellow, aqua
41.736768, 1.525423, 761, 196, line-180, yellow, aqua
41.736693, 1.526109, 762, 196, line-180, yellow, aqua
41.736636, 1.526932, 763, 196, line-180, yellow, aqua
41.736619, 1.527863, 764, 196, line-180, yellow, aqua
41.736619, 1.528029, 765, 196, line-180, yellow, aqua
41.736605, 1.528950, 766, 196, line-180, yellow, aqua
41.736591, 1.529723, 767, 196, line-180, yellow, aqua
41.736563, 1.530232, 768, 196, line-180, yellow, aqua
41.736528, 1.530747, 769, 196, line-180, yellow, aqua
41.736462, 1.531361, 770, 196, line-180, yellow, aqua
41.736368, 1.532150, 771, 196, line-180, yellow, aqua
41.736296, 1.532508, 772, 196, line-180, yellow, aqua
41.736159, 1.533045, 773, 196, line-180, yellow, aqua
41.735993, 1.533538, 774, 196, line-180, yellow, aqua
41.735778, 1.533990, 775, 196, line-180, yellow, aqua
41.735492, 1.534501, 776, 196, line-180, yellow, aqua
41.735158, 1.535060, 777, 196, line-180, yellow, aqua
41.734873, 1.535441, 778, 196, line-180, yellow, aqua
41.734390, 1.536042, 779, 196, line-180, yellow, aqua
41.734302, 1.536163, 780, 196, line-180, yellow, aqua
41.734122, 1.536375, 781, 196, line-180, yellow, aqua
41.733852, 1.536791, 782, 196, line-180, yellow, aqua
41.733629, 1.537178, 783, 196, line-180, yellow, aqua
41.733489, 1.537468, 784, 196, line-180, yellow, aqua
41.733321, 1.537830, 785, 196, line-180, yellow, aqua
41.733115, 1.538386, 786, 196, line-180, yellow, aqua
41.732925, 1.539034, 787, 196, line-180, yellow, aqua
41.732848, 1.539346, 788, 196, line-180, yellow, aqua
41.732714, 1.539908, 789, 196, line-180, yellow, aqua
41.732580, 1.540440, 790, 196, line-180, yellow, aqua
41.732420, 1.540953, 791, 196, line-180, yellow, aqua
41.732266, 1.541350, 792, 196, line-180, yellow, aqua
41.732054, 1.541794, 793, 196, line-180, yellow, aqua
41.731774, 1.542248, 794, 196, line-180, yellow, aqua
41.731476, 1.542671, 795, 196, line-180, yellow, aqua
41.731155, 1.543090, 796, 196, line-180, yellow, aqua
41.730778, 1.543638, 797, 196, line-180, yellow, aqua
41.730561, 1.544020, 798, 196, line-180, yellow, aqua
41.730407, 1.544345, 799, 196, line-180, yellow, aqua
41.730214, 1.544831, 800, 196, line-180, yellow, aqua
41.730060, 1.545355, 801, 196, line-180, yellow, aqua
41.729958, 1.545835, 802, 196, line-180, yellow, aqua
41.729866, 1.546418, 803, 196, line-180, yellow, aqua
41.729841, 1.546800, 804, 196, line-180, yellow, aqua
41.729839, 1.547120, 805, 196, line-180, yellow, aqua
41.729850, 1.547525, 806, 196, line-180, yellow, aqua
41.729885, 1.547913, 807, 196, line-180, yellow, aqua
41.729977, 1.548484, 808, 196, line-180, yellow, aqua
41.730112, 1.549031, 809, 196, line-180, yellow, aqua
41.730269, 1.549504, 810, 196, line-180, yellow, aqua
41.730487, 1.550010, 811, 196, line-180, yellow, aqua
41.730734, 1.550469, 812, 196, line-180, yellow, aqua
41.731054, 1.551032, 813, 196, line-180, yellow, aqua
41.731269, 1.551425, 814, 196, line-180, yellow, aqua
41.731429, 1.551746, 815, 196, line-180, yellow, aqua
41.731589, 1.552144, 816, 196, line-180, yellow, aqua
41.731793, 1.552739, 817, 196, line-180, yellow, aqua
41.731906, 1.553255, 818, 196, line-180, yellow, aqua
41.731962, 1.553621, 819, 196, line-180, yellow, aqua
41.732011, 1.554139, 820, 196, line-180, yellow, aqua
41.732022, 1.554666, 821, 196, line-180, yellow, aqua
41.731997, 1.555149, 822, 196, line-180, yellow, aqua
41.731942, 1.555626, 823, 196, line-180, yellow, aqua
41.731837, 1.556322, 824, 196, line-180, yellow, aqua
41.731774, 1.556763, 825, 196, line-180, yellow, aqua
41.731741, 1.557082, 826, 196, line-180, yellow, aqua
41.731719, 1.557383, 827, 196, line-180, yellow, aqua
41.731708, 1.557752, 828, 196, line-180, yellow, aqua
41.731720, 1.558234, 829, 196, line-180, yellow, aqua
41.731759, 1.558661, 830, 196, line-180, yellow, aqua
41.731827, 1.559065, 831, 196, line-180, yellow, aqua
41.731889, 1.559343, 832, 196, line-180, yellow, aqua
41.731984, 1.559730, 833, 196, line-180, yellow, aqua
41.732144, 1.560196, 834, 196, line-180, yellow, aqua
41.732304, 1.560562, 835, 196, line-180, yellow, aqua
41.732412, 1.560798, 836, 196, line-180, yellow, aqua
41.732677, 1.561266, 837, 196, line-180, yellow, aqua
41.733004, 1.561713, 838, 196, line-180, yellow, aqua
41.733221, 1.561959, 839, 196, line-180, yellow, aqua
41.733473, 1.562213, 840, 196, line-180, yellow, aqua
41.733823, 1.562502, 841, 196, line-180, yellow, aqua
41.734163, 1.562716, 842, 196, line-180, yellow, aqua
41.734300, 1.562798, 843, 196, line-180, yellow, aqua
41.734768, 1.563037, 844, 196, line-180, yellow, aqua
41.735180, 1.563266, 845, 196, line-180, yellow, aqua
41.735530, 1.563495, 846, 196, line-180, yellow, aqua
41.735980, 1.563879, 847, 196, line-180, yellow, aqua
41.736236, 1.564171, 848, 196, line-180, yellow, aqua
41.736530, 1.564550, 849, 196, line-180, yellow, aqua
41.736764, 1.564915, 850, 196, line-180, yellow, aqua
41.736950, 1.565245, 851, 196, line-180, yellow, aqua
41.737206, 1.565747, 852, 196, line-180, yellow, aqua
41.737592, 1.566521, 853, 196, line-180, yellow, aqua
41.737996, 1.567293, 854, 196, line-180, yellow, aqua
41.738360, 1.567894, 855, 196, line-180, yellow, aqua
41.738767, 1.568459, 856, 196, line-180, yellow, aqua
41.739219, 1.569000, 857, 196, line-180, yellow, aqua
41.739735, 1.569564, 858, 196, line-180, yellow, aqua
41.740144, 1.569999, 859, 196, line-180, yellow, aqua
41.740601, 1.570503, 860, 196, line-180, yellow, aqua
41.741007, 1.571001, 861, 196, line-180, yellow, aqua
41.741383, 1.571502, 862, 196, line-180, yellow, aqua
41.741796, 1.572083, 863, 196, line-180, yellow, aqua
41.742320, 1.572826, 864, 196, line-180, yellow, aqua
41.742763, 1.573406, 865, 196, line-180, yellow, aqua
41.743215, 1.573949, 866, 196, line-180, yellow, aqua
41.743841, 1.574631, 867, 196, line-180, yellow, aqua
41.744211, 1.575065, 868, 196, line-180, yellow, aqua
41.744464, 1.575431, 869, 196, line-180, yellow, aqua
41.744655, 1.575759, 870, 196, line-180, yellow, aqua
41.744730, 1.575904, 871, 196, line-180, yellow, aqua
41.744884, 1.576235, 872, 196, line-180, yellow, aqua
41.745002, 1.576518, 873, 196, line-180, yellow, aqua
41.745156, 1.576965, 874, 196, line-180, yellow, aqua
41.745292, 1.577510, 875, 196, line-180, yellow, aqua
41.745376, 1.577988, 876, 196, line-180, yellow, aqua
41.745425, 1.578527, 877, 196, line-180, yellow, aqua
41.745447, 1.579086, 878, 196, line-180, yellow, aqua
41.745433, 1.580134, 879, 196, line-180, yellow, aqua
41.745442, 1.580862, 880, 196, line-180, yellow, aqua
41.745511, 1.581798, 881, 196, line-180, yellow, aqua
41.745616, 1.582566, 882, 196, line-180, yellow, aqua
41.745729, 1.583207, 883, 196, line-180, yellow, aqua
41.745817, 1.583654, 884, 196, line-180, yellow, aqua
41.746027, 1.584729, 885, 196, line-180, yellow, aqua
41.746092, 1.585270, 886, 196, line-180, yellow, aqua
41.746111, 1.585839, 887, 196, line-180, yellow, aqua
41.746098, 1.586394, 888, 196, line-180, yellow, aqua
41.746056, 1.586797, 889, 196, line-180, yellow, aqua
41.745999, 1.587154, 890, 196, line-180, yellow, aqua
41.745933, 1.587465, 891, 196, line-180, yellow, aqua
41.745796, 1.588008, 892, 196, line-180, yellow, aqua
41.745591, 1.588544, 893, 196, line-180, yellow, aqua
41.745348, 1.589039, 894, 196, line-180, yellow, aqua
41.745147, 1.589393, 895, 196, line-180, yellow, aqua
41.744798, 1.589865, 896, 196, line-180, yellow, aqua
41.744217, 1.590581, 897, 196, line-180, yellow, aqua
41.743900, 1.591013, 898, 196, line-180, yellow, aqua
41.743665, 1.591398, 899, 196, line-180, yellow, aqua
41.743414, 1.591914, 900, 196, line-180, yellow, aqua
41.743232, 1.592389, 901, 196, line-180, yellow, aqua
41.743045, 1.592944, 902, 196, line-180, yellow, aqua
41.742826, 1.593611, 903, 196, line-180, yellow, aqua
41.741704, 1.597047, 904, 196, line-180, yellow, aqua
41.740941, 1.599367, 905, 196, line-180, yellow, aqua
41.739894, 1.602553, 906, 196, line-180, yellow, aqua
41.739743, 1.603091, 907, 196, line-180, yellow, aqua
41.739643, 1.603584, 908, 196, line-180, yellow, aqua
41.739577, 1.604078, 909, 196, line-180, yellow, aqua
41.739555, 1.604441, 910, 196, line-180, yellow, aqua
41.739549, 1.604818, 911, 196, line-180, yellow, aqua
41.739571, 1.605334, 912, 196, line-180, yellow, aqua
41.739589, 1.606024, 913, 196, line-180, yellow, aqua
41.739588, 1.606339, 914, 196, line-180, yellow, aqua
41.739574, 1.606787, 915, 196, line-180, yellow, aqua
41.739509, 1.607402, 916, 196, line-180, yellow, aqua
41.739414, 1.607894, 917, 196, line-180, yellow, aqua
41.739311, 1.608558, 918, 196, line-180, yellow, aqua
41.739255, 1.609060, 919, 196, line-180, yellow, aqua
41.739235, 1.609515, 920, 196, line-180, yellow, aqua
41.739239, 1.610062, 921, 196, line-180, yellow, aqua
41.739266, 1.610409, 922, 196, line-180, yellow, aqua
41.739311, 1.610807, 923, 196, line-180, yellow, aqua
41.739385, 1.611390, 924, 196, line-180, yellow, aqua
41.739431, 1.611889, 925, 196, line-180, yellow, aqua
41.739447, 1.612404, 926, 196, line-180, yellow, aqua
41.739428, 1.612948, 927, 196, line-180, yellow, aqua
41.739365, 1.613422, 928, 196, line-180, yellow, aqua
41.739264, 1.614032, 929, 196, line-180, yellow, aqua
41.739157, 1.614681, 930, 196, line-180, yellow, aqua
41.739116, 1.615175, 931, 196, line-180, yellow, aqua
41.739090, 1.615541, 932, 196, line-180, yellow, aqua
41.739074, 1.616127, 933, 196, line-180, yellow, aqua
41.739058, 1.616977, 934, 196, line-180, yellow, aqua
41.739036, 1.617319, 935, 196, line-180, yellow, aqua
41.739003, 1.617632, 936, 196, line-180, yellow, aqua
41.738945, 1.618010, 937, 196, line-180, yellow, aqua
41.738894, 1.618258, 938, 196, line-180, yellow, aqua
41.738771, 1.618767, 939, 196, line-180, yellow, aqua
41.738621, 1.619324, 940, 196, line-180, yellow, aqua
41.738444, 1.619894, 941, 196, line-180, yellow, aqua
41.738217, 1.620546, 942, 196, line-180, yellow, aqua
41.737744, 1.621713, 943, 196, line-180, yellow, aqua
41.737474, 1.622371, 944, 196, line-180, yellow, aqua
41.737354, 1.622676, 945, 196, line-180, yellow, aqua
41.737256, 1.623007, 946, 196, line-180, yellow, aqua
41.737164, 1.623356, 947, 196, line-180, yellow, aqua
41.737059, 1.623897, 948, 196, line-180, yellow, aqua
41.737028, 1.624156, 949, 196, line-180, yellow, aqua
41.737002, 1.624449, 950, 196, line-180, yellow, aqua
41.736985, 1.624826, 951, 196, line-180, yellow, aqua
41.736987, 1.625214, 952, 196, line-180, yellow, aqua
41.737014, 1.625622, 953, 196, line-180, yellow, aqua
41.737081, 1.626153, 954, 196, line-180, yellow, aqua
41.737236, 1.627086, 955, 196, line-180, yellow, aqua
41.737340, 1.627764, 956, 196, line-180, yellow, aqua
41.737432, 1.628345, 957, 196, line-180, yellow, aqua
41.737523, 1.629005, 958, 196, line-180, yellow, aqua
